Timestamp,Age,Primary streaming service,Hours per day,While working,Instrumentalist,Composer,Fav genre,Exploratory,Foreign languages,BPM,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Music effects,Permissions,Age_Group,Age Group
2022-09-02 15:24:02,40.5,Other streaming service,2.0,False,False,False,Jazz,True,Yes,120.0,2,0,2,2,1,0,3,0,1,1,1,2,1,0,2,1,0.0,0.0,0.0,5.0,No effect,I understand.,36-45,36-45
2022-09-02 16:14:44,20.0,YouTube Music,1.0,True,False,False,Pop,False,Yes,120.0,0,0,2,0,0,1,2,3,1,1,0,3,2,1,1,0,8.0,6.0,9.0,8.0,Improve,I understand.,19-25,19-25
2022-09-02 16:36:02,15.0,Spotify,1.0,True,False,False,Video game music,True,Yes,150.0,0,1,2,0,0,2,1,0,0,3,2,2,1,1,3,3,4.0,2.0,3.0,2.0,Improve,I understand.,0-18,0-18
2022-09-02 19:39:37,40.5,Spotify,2.0,True,True,False,Gospel,False,No,174.0,2,0,0,1,3,0,2,0,1,0,0,2,2,0,1,0,6.0,4.0,10.0,0.0,Improve,I understand.,36-45,36-45
2022-09-02 21:14:59,22.0,Apple Music,7.0,True,False,False,Pop,True,Yes,112.0,0,0,2,1,0,3,0,3,2,0,0,3,3,3,2,1,8.0,8.0,10.0,0.0,Improve,I understand.,19-25,19-25
2022-09-02 21:19:33,17.0,Spotify,5.0,True,False,False,Pop,True,Yes,180.0,0,0,2,0,0,2,0,3,1,1,0,3,3,2,1,1,5.0,5.0,5.0,5.0,Improve,I understand.,0-18,0-18
2022-09-02 22:18:57,19.0,Spotify,3.0,True,False,False,Rock,False,No,121.0,0,3,0,1,2,0,0,0,0,0,1,3,0,2,3,2,10.0,8.0,6.0,2.0,No effect,I understand.,19-25,19-25
2022-09-03 03:54:07,40.5,I do not use a streaming service.,1.0,False,False,False,Rock,False,No,98.0,2,2,0,0,0,3,2,1,1,0,1,3,2,2,3,0,0.0,0.0,7.0,0.0,Improve,I understand.,36-45,36-45
2022-09-03 05:27:15,24.0,Spotify,6.0,True,True,True,Rock,True,Yes,118.0,0,1,2,3,0,1,1,2,0,1,3,2,0,1,3,2,8.0,8.0,10.0,0.0,Improve,I understand.,19-25,19-25
2022-09-03 08:53:08,18.0,Other streaming service,3.0,True,True,True,Metal,True,No,135.0,2,2,0,1,1,1,0,0,0,0,3,0,1,1,1,0,7.0,8.0,4.0,10.0,Improve,I understand.,0-18,0-18
2022-09-03 10:41:32,15.0,Spotify,4.0,True,True,False,Pop,True,No,105.0,0,1,0,0,2,1,1,1,1,2,1,3,2,2,3,2,3.0,5.0,4.0,0.0,Improve,I understand.,0-18,0-18
2022-09-03 12:26:29,17.0,Spotify,2.0,True,True,False,Pop,True,Yes,122.0,1,0,0,1,0,2,0,3,1,0,0,3,0,2,0,0,5.0,2.0,3.0,1.0,Improve,I understand.,0-18,0-18
2022-09-03 14:08:20,18.0,Spotify,2.0,False,False,False,Rap,True,Yes,136.0,1,0,0,0,0,3,1,0,0,0,1,2,1,3,1,3,6.0,3.0,4.0,2.0,Improve,I understand.,0-18,0-18
2022-09-03 14:35:13,18.0,Spotify,1.0,True,True,True,Rock,True,No,165.0,2,0,2,0,0,1,1,0,0,1,3,2,0,1,3,1,5.0,6.0,8.0,2.0,Improve,I understand.,0-18,0-18
2022-09-03 15:52:50,18.0,Spotify,3.0,True,False,False,K pop,True,Yes,130.0,2,0,0,0,0,2,0,3,0,1,0,2,3,1,2,1,8.0,4.0,7.0,5.0,Improve,I understand.,0-18,0-18
2022-09-03 16:00:31,18.0,Spotify,2.0,False,True,False,Rock,True,No,115.0,0,0,0,0,0,1,0,0,0,0,2,2,1,1,3,0,8.0,3.0,1.0,3.0,Improve,I understand.,0-18,0-18
2022-09-03 16:24:38,17.0,Other streaming service,6.0,True,False,True,Rap,True,No,140.0,1,0,1,0,2,3,2,0,0,2,0,2,2,3,1,0,3.0,3.0,0.0,0.0,Improve,I understand.,0-18,0-18
2022-09-03 17:14:57,34.0,Spotify,3.0,True,False,False,Classical,False,Yes,95.0,3,0,0,0,0,0,1,0,0,1,2,1,0,0,2,2,0.0,0.0,0.0,0.0,No effect,I understand.,26-35,26-35
2022-09-03 18:01:31,18.0,YouTube Music,3.0,True,False,False,Pop,False,No,150.0,1,1,2,1,0,3,1,1,0,1,1,3,1,3,1,2,5.0,4.0,2.0,0.0,No effect,I understand.,0-18,0-18
2022-09-03 18:23:01,18.0,Spotify,2.0,True,False,False,R&B,True,No,97.0,0,0,0,0,2,3,1,0,1,1,0,2,3,3,1,0,2.0,4.0,0.0,0.0,Improve,I understand.,0-18,0-18
2022-09-03 20:58:21,19.0,Spotify,3.0,True,False,False,Rock,True,Yes,122.0,2,1,1,2,1,2,1,1,1,1,1,2,1,2,3,0,4.0,0.0,7.0,0.0,No effect,I understand.,19-25,19-25
2022-09-03 21:08:12,25.0,I do not use a streaming service.,4.0,True,False,False,Pop,True,Yes,150.0,1,0,2,0,0,3,0,1,1,1,2,3,1,3,3,1,10.0,8.0,6.0,2.0,No effect,I understand.,19-25,19-25
2022-09-04 02:32:07,25.0,Spotify,5.0,True,True,False,Rock,True,No,125.0,2,2,1,0,0,2,0,1,0,1,2,2,0,2,3,2,8.0,7.0,2.0,1.0,Improve,I understand.,19-25,19-25
2022-09-04 05:01:04,18.0,Spotify,2.0,True,False,False,R&B,False,No,96.0,2,1,0,0,0,2,1,0,0,3,1,3,3,2,3,1,3.0,3.0,0.0,3.0,Improve,I understand.,0-18,0-18
2022-09-04 09:22:58,24.0,Spotify,7.0,True,False,False,Folk,True,Yes,137.0,2,1,1,3,0,1,1,0,1,2,1,3,1,1,3,3,10.0,10.0,8.0,10.0,Improve,I understand.,19-25,19-25
2022-09-04 10:07:27,16.0,Spotify,3.0,True,True,False,K pop,False,Yes,174.0,1,0,2,0,0,1,2,3,2,2,0,3,1,2,0,0,10.0,2.0,7.0,8.0,Improve,I understand.,0-18,0-18
2022-09-04 10:48:55,18.0,Spotify,3.0,False,True,True,Metal,True,No,210.0,0,0,0,1,0,2,3,0,1,0,3,1,2,2,2,1,9.0,6.0,8.0,5.0,Improve,I understand.,0-18,0-18
2022-09-04 11:15:06,18.0,Spotify,4.0,True,False,False,R&B,True,Yes,129.0,1,1,1,0,0,3,2,0,0,1,0,3,3,3,3,1,6.0,4.0,1.0,6.0,Improve,I understand.,0-18,0-18
2022-09-04 11:25:54,16.0,Spotify,3.0,True,False,False,Pop,True,No,112.0,3,0,0,0,0,1,1,0,0,0,0,3,3,0,2,0,3.0,4.0,6.0,8.0,Improve,I understand.,0-18,0-18
2022-09-04 13:07:45,40.5,Pandora,1.0,True,False,False,Gospel,False,No,34.0,3,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,10.0,10.0,10.0,0.0,Improve,I understand.,36-45,36-45
2022-09-04 15:41:59,16.0,Spotify,7.0,True,False,False,Video game music,True,No,210.0,0,1,2,1,0,1,1,0,0,0,3,2,0,3,1,2,4.0,8.0,8.0,4.0,No effect,I understand.,0-18,0-18
2022-09-04 16:26:26,21.0,Spotify,1.0,False,False,False,R&B,True,Yes,81.0,0,0,0,0,1,3,0,0,0,0,0,3,3,2,0,0,3.0,0.0,0.0,0.0,Improve,I understand.,19-25,19-25
2022-09-04 17:54:29,40.5,Pandora,4.0,True,False,False,R&B,True,Yes,153.0,1,2,1,1,1,3,1,2,1,0,2,1,2,2,2,1,1.0,0.0,0.0,0.0,Improve,I understand.,36-45,36-45
2022-09-04 20:38:17,29.0,Spotify,4.0,True,False,False,Classical,True,No,120.0,3,0,3,0,0,0,2,0,1,1,0,2,0,0,1,1,5.0,6.0,7.0,7.0,No effect,I understand.,26-35,26-35
2022-09-04 22:32:18,18.0,Spotify,4.0,True,True,False,R&B,True,Yes,169.0,1,2,3,0,1,3,1,2,2,2,1,2,3,2,1,2,3.0,0.0,3.0,4.0,Improve,I understand.,0-18,0-18
2022-09-05 02:08:46,22.0,Spotify,5.0,True,False,False,EDM,True,Yes,138.0,0,0,3,0,0,3,0,0,0,3,0,3,3,3,3,2,1.0,0.0,0.0,1.0,No effect,I understand.,19-25,19-25
2022-09-05 06:29:00,19.0,Other streaming service,6.0,True,False,False,Pop,False,No,124.0,2,1,1,1,3,2,1,2,3,1,1,3,2,2,2,2,6.0,6.0,0.0,0.0,Improve,I understand.,19-25,19-25
2022-09-05 12:10:54,26.0,I do not use a streaming service.,1.0,False,False,False,Pop,False,No,192.0,0,1,2,2,0,1,1,2,2,3,0,3,1,1,2,0,6.0,4.0,0.0,0.0,Improve,I understand.,26-35,26-35
2022-09-05 21:56:50,14.0,Spotify,3.0,True,False,False,Rock,True,No,76.0,0,0,0,0,0,2,1,0,0,0,1,2,0,0,3,2,2.0,6.0,3.0,0.0,Worsen,I understand.,0-18,0-18
2022-09-06 09:40:57,27.0,Spotify,1.0,True,False,False,Pop,True,Yes,119.0,1,1,1,0,1,2,1,3,0,2,0,3,2,2,2,3,8.0,3.0,3.0,3.0,Improve,I understand.,26-35,26-35
2022-09-06 10:12:09,26.0,Spotify,8.0,False,False,False,Rock,False,Yes,172.0,0,2,2,3,0,3,1,3,0,0,2,2,3,3,3,3,8.0,10.0,7.0,3.0,No effect,I understand.,26-35,26-35
2022-09-06 11:15:37,40.5,Other streaming service,1.0,False,True,False,Rock,False,No,79.0,1,0,0,1,2,0,1,0,1,0,0,1,1,0,3,0,1.0,0.0,0.0,1.0,Improve,I understand.,36-45,36-45
2022-09-06 11:19:55,30.0,Spotify,8.0,True,True,True,Rock,True,No,112.0,2,2,0,1,0,2,2,0,2,2,1,2,2,2,3,0,8.0,6.0,6.0,8.0,Improve,I understand.,26-35,26-35
2022-09-06 12:36:19,27.0,Spotify,1.0,True,False,False,Pop,True,Yes,130.0,0,1,2,0,0,2,0,1,2,0,0,3,2,2,2,0,6.0,3.0,1.0,7.0,Improve,I understand.,26-35,26-35
2022-09-06 13:26:11,18.0,Apple Music,1.0,False,True,False,Rap,True,Yes,116.0,1,0,0,0,0,2,0,0,1,2,0,2,0,3,0,2,2.0,0.0,3.0,0.0,Improve,I understand.,0-18,0-18
2022-09-06 14:43:07,23.0,I do not use a streaming service.,9.5,True,True,True,Metal,False,Yes,165.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0.0,0.0,0.0,0.0,No effect,I understand.,19-25,19-25
2022-09-06 15:53:44,18.0,Spotify,9.5,True,True,True,Rock,True,No,110.0,2,2,2,2,1,2,2,2,1,1,3,3,2,2,3,0,10.0,10.0,6.0,6.0,Improve,I understand.,0-18,0-18
2022-09-06 19:27:55,40.0,Spotify,5.0,True,False,False,Rock,True,Yes,174.0,2,2,2,2,0,3,1,1,2,1,2,3,2,3,3,1,3.0,0.0,0.0,1.0,Improve,I understand.,36-45,36-45
2022-09-07 09:16:47,24.0,Spotify,9.5,True,False,False,Rock,True,Yes,180.0,2,0,0,1,0,0,0,0,0,1,2,2,0,0,3,2,7.0,9.0,10.0,0.0,Improve,I understand.,19-25,19-25
2022-09-07 12:32:12,23.0,Spotify,2.0,True,True,False,Classical,True,Yes,171.0,3,0,1,1,0,0,2,0,1,2,0,3,1,0,3,0,8.0,7.0,6.0,2.0,Improve,I understand.,19-25,19-25
2022-09-07 19:43:58,29.0,Other streaming service,2.0,True,False,False,R&B,True,No,70.0,1,0,3,0,0,3,1,1,2,2,0,3,3,1,0,2,10.0,7.0,9.0,3.0,No effect,I understand.,26-35,26-35
2022-09-07 21:19:11,16.0,Other streaming service,3.0,True,False,False,Pop,False,Yes,120.0,0,0,0,0,0,3,0,3,0,0,0,3,2,0,0,0,6.0,0.0,0.0,0.0,Improve,I understand.,0-18,0-18
2022-09-08 15:06:09,18.0,Spotify,8.0,True,True,True,Gospel,True,Yes,56.0,1,0,1,0,3,2,2,0,2,3,0,2,3,2,0,2,3.0,0.0,2.0,2.0,Improve,I understand.,0-18,0-18
2022-09-08 16:56:15,21.0,Spotify,8.0,True,False,False,Lofi,True,Yes,162.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6.0,5.0,9.0,8.0,Improve,I understand.,19-25,19-25
2022-09-08 18:12:17,32.0,Spotify,8.0,True,False,False,Rock,True,No,101.0,0,0,0,1,0,2,0,0,0,0,2,1,1,2,3,2,7.0,6.0,5.0,8.0,Improve,I understand.,26-35,26-35
2022-09-08 18:14:01,22.0,YouTube Music,8.0,True,True,False,Metal,True,No,110.0,2,0,2,1,1,1,2,0,0,0,3,1,1,0,3,3,10.0,7.0,8.0,6.0,Improve,I understand.,19-25,19-25
2022-09-08 19:16:43,17.0,Spotify,9.5,True,True,False,Latin,True,No,172.0,3,0,1,1,2,3,0,1,3,1,2,1,0,3,3,2,0.0,3.0,9.0,5.0,No effect,I understand.,0-18,0-18
2022-09-08 21:30:13,18.0,Spotify,6.0,True,False,False,EDM,True,Yes,90.0,1,0,3,0,0,2,1,3,3,3,0,3,3,3,1,2,0.0,2.0,1.0,5.0,Improve,I understand.,0-18,0-18
2022-09-08 23:40:30,18.0,Spotify,4.0,True,True,False,R&B,False,Yes,135.0,2,1,2,0,2,2,0,3,3,1,0,2,3,3,0,1,2.0,0.0,0.0,0.0,No effect,I understand.,0-18,0-18
2022-09-09 07:19:08,24.0,Spotify,8.0,True,False,False,Jazz,True,No,81.0,3,0,1,0,0,3,3,0,1,3,0,1,2,2,3,1,2.0,2.0,4.0,0.0,No effect,I understand.,19-25,19-25
2022-09-09 07:48:44,21.0,Spotify,2.0,False,False,False,Pop,False,No,170.0,1,0,0,0,1,2,0,0,0,2,2,3,2,2,3,2,5.0,6.0,3.0,4.0,No effect,I understand.,19-25,19-25
2022-09-09 11:15:23,40.5,I do not use a streaming service.,1.0,False,False,False,Rock,False,No,120.0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0.0,0.0,1.0,0.0,No effect,I understand.,36-45,36-45
2022-09-09 11:25:57,18.0,Spotify,2.0,True,True,False,Hip hop,True,No,90.0,0,0,0,0,2,3,0,0,0,2,0,2,3,3,0,0,5.0,4.0,3.0,7.0,Improve,I understand.,0-18,0-18
2022-09-09 18:44:18,16.0,Spotify,3.0,True,True,False,K pop,True,Yes,115.0,1,0,1,0,0,3,3,3,0,2,0,3,3,3,3,2,2.0,7.0,0.0,0.0,Improve,I understand.,0-18,0-18
2022-09-10 09:06:07,40.5,I do not use a streaming service.,2.0,True,False,False,Rock,False,Yes,210.0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,3,0,3.0,3.0,1.0,8.0,No effect,I understand.,36-45,36-45
2022-09-10 22:08:18,21.0,Spotify,9.5,True,False,False,Rock,True,Yes,160.0,2,1,3,1,1,2,2,1,0,2,3,2,1,2,3,1,7.0,10.0,4.0,7.0,Worsen,I understand.,19-25,19-25
2022-09-12 09:39:30,20.0,Spotify,1.0,True,False,False,Pop,True,No,121.0,1,0,0,3,0,1,1,1,0,2,1,3,1,1,3,0,3.0,2.0,3.0,0.0,Improve,I understand.,19-25,19-25
2022-09-12 11:45:04,21.0,Apple Music,1.0,True,False,False,Rock,False,No,105.0,2,0,1,0,0,1,1,0,0,0,1,2,0,0,3,1,5.0,1.0,1.0,9.0,Improve,I understand.,19-25,19-25
2022-09-12 12:09:32,25.0,Spotify,3.0,True,False,False,Rock,False,No,110.0,0,1,0,2,0,0,0,0,0,2,0,1,0,0,3,2,8.0,9.0,4.0,10.0,Improve,I understand.,19-25,19-25
2022-09-12 12:14:25,33.0,Spotify,2.0,True,False,False,Metal,True,Yes,134.0,1,0,0,2,0,2,1,0,0,0,3,2,2,2,3,2,4.0,8.0,0.0,0.0,Improve,I understand.,26-35,26-35
2022-09-12 12:15:54,20.0,Spotify,2.0,True,False,False,Rock,True,Yes,148.0,1,1,1,1,0,2,2,1,2,2,3,3,2,2,3,1,7.0,9.0,7.0,0.0,Improve,I understand.,19-25,19-25
2022-09-12 12:46:55,17.0,Spotify,3.0,True,True,False,Rock,True,No,120.0,2,2,2,0,0,0,0,1,0,1,3,3,0,1,3,0,1.0,5.0,6.0,4.0,No effect,I understand.,0-18,0-18
2022-09-12 13:31:22,24.0,YouTube Music,1.0,False,False,False,Jazz,True,Yes,122.0,1,0,2,1,0,0,2,1,0,1,1,2,1,0,2,3,3.0,2.0,1.0,0.0,No effect,I understand.,19-25,19-25
2022-09-12 13:33:58,26.0,Spotify,3.0,True,True,True,Jazz,True,Yes,90.0,1,1,1,1,0,2,3,0,2,1,3,1,2,1,3,1,6.0,8.0,0.0,0.0,Improve,I understand.,26-35,26-35
2022-09-12 13:46:34,17.0,YouTube Music,3.0,True,False,False,Rock,False,No,122.0,1,1,0,1,0,1,1,0,0,1,3,2,0,2,3,3,6.0,3.0,6.0,0.0,Improve,I understand.,0-18,0-18
2022-09-12 13:55:53,16.0,Spotify,5.0,True,True,True,Metal,True,Yes,129.0,2,0,0,1,0,1,2,0,0,1,3,2,0,2,3,2,7.0,4.0,8.0,0.0,Improve,I understand.,0-18,0-18
2022-09-12 14:20:17,27.0,Spotify,8.0,True,False,False,Metal,True,No,132.0,0,0,1,0,0,2,0,0,0,0,3,3,3,1,2,0,2.0,6.0,9.0,1.0,No effect,I understand.,26-35,26-35
2022-09-12 14:27:43,28.0,Spotify,4.0,True,False,False,Hip hop,True,Yes,178.0,1,2,2,1,0,3,0,0,3,2,1,3,1,3,2,1,8.0,5.0,3.0,8.0,Improve,I understand.,26-35,26-35
2022-09-12 14:42:44,19.0,Spotify,3.0,True,False,False,Rap,False,Yes,115.0,0,0,1,1,0,2,0,1,0,3,2,3,2,3,2,2,7.0,5.0,3.0,3.0,Improve,I understand.,19-25,19-25
2022-09-12 14:44:24,21.0,YouTube Music,4.0,True,False,False,Rock,True,Yes,137.0,2,3,1,3,0,2,0,0,0,1,2,3,2,2,3,1,4.0,8.0,2.0,3.0,Improve,I understand.,19-25,19-25
2022-09-12 15:07:48,21.0,I do not use a streaming service.,1.0,True,True,False,Classical,False,No,92.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,0.0,5.0,Improve,I understand.,19-25,19-25
2022-09-12 15:12:27,15.0,Spotify,4.0,True,False,False,Metal,True,Yes,140.0,1,0,2,1,0,1,0,1,0,0,3,2,2,2,3,1,10.0,7.0,3.0,2.0,Improve,I understand.,0-18,0-18
2022-09-12 16:24:44,20.0,Spotify,1.0,False,False,False,Rock,True,Yes,130.0,2,2,1,3,1,1,3,0,0,0,0,3,1,1,3,0,10.0,4.0,8.0,0.0,Improve,I understand.,19-25,19-25
2022-09-12 18:09:18,22.0,Spotify,6.0,True,False,False,Folk,True,No,63.0,0,1,2,3,0,1,1,0,2,2,0,1,1,1,3,2,8.0,7.0,7.0,3.0,Improve,I understand.,19-25,19-25
2022-09-12 18:10:24,22.0,Spotify,2.0,False,False,False,Rock,False,No,119.0,1,0,0,0,0,1,1,1,0,0,3,3,0,0,3,2,10.0,5.0,2.0,8.0,Improve,I understand.,19-25,19-25
2022-09-12 19:03:41,20.0,YouTube Music,4.0,True,True,False,Metal,True,No,180.0,1,2,0,0,0,0,1,0,0,0,3,0,0,0,3,2,5.0,2.0,1.0,6.0,Improve,I understand.,19-25,19-25
2022-09-12 19:13:06,40.5,I do not use a streaming service.,8.0,True,True,True,Classical,False,No,68.0,3,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,4.0,8.0,9.0,1.0,Improve,I understand.,36-45,36-45
2022-09-12 19:41:23,40.5,Spotify,2.0,True,False,False,Metal,True,Yes,85.0,2,1,0,0,1,1,0,2,2,1,3,3,2,0,3,3,7.0,8.0,5.0,3.0,Improve,I understand.,36-45,36-45
2022-09-12 20:07:14,26.0,Spotify,2.0,True,False,False,EDM,True,Yes,128.0,1,2,3,2,0,2,1,0,2,1,1,2,1,2,3,0,2.0,2.0,0.0,3.0,No effect,I understand.,26-35,26-35
2022-09-12 22:24:29,17.0,Spotify,9.5,True,False,True,K pop,True,Yes,150.0,1,2,1,1,0,3,0,3,1,2,3,3,2,3,3,2,10.0,3.0,0.0,4.0,Improve,I understand.,0-18,0-18
2022-09-12 22:26:06,30.0,I do not use a streaming service.,0.0,False,False,False,Metal,False,No,34.0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,1,1,10.0,10.0,10.0,9.0,Improve,I understand.,26-35,26-35
2022-09-12 23:09:28,23.0,Spotify,6.0,True,False,False,Folk,True,Yes,92.0,2,2,1,2,0,2,2,2,1,1,1,2,2,2,2,1,3.0,7.0,7.0,4.0,No effect,I understand.,19-25,19-25
2022-09-12 23:16:49,30.0,Apple Music,3.0,True,False,False,EDM,True,Yes,121.0,1,0,3,0,1,2,0,3,0,0,1,3,2,2,2,0,7.0,5.0,7.0,7.0,Improve,I understand.,26-35,26-35
2022-09-12 23:56:16,31.0,Spotify,2.0,True,False,False,Metal,False,Yes,155.0,1,2,0,3,0,1,1,0,0,0,3,3,3,1,3,2,7.0,4.0,8.0,8.0,Improve,I understand.,26-35,26-35
2022-09-13 00:48:14,40.5,Other streaming service,0.25,False,True,False,Classical,True,Yes,150.0,3,1,0,0,0,0,2,0,1,0,1,2,1,1,2,0,7.0,9.0,4.0,5.0,Improve,I understand.,36-45,36-45
2022-09-13 01:55:43,16.0,Other streaming service,4.0,True,False,False,EDM,True,Yes,210.0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2,4.0,7.0,1.0,3.0,Improve,I understand.,0-18,0-18
2022-09-13 01:57:14,34.0,YouTube Music,2.0,False,False,False,Metal,True,No,136.0,2,1,0,2,0,1,1,1,1,0,3,2,1,1,3,0,5.0,9.0,9.0,6.0,Improve,I understand.,26-35,26-35
2022-09-13 02:17:14,21.0,YouTube Music,2.0,True,False,False,Pop,True,No,121.0,2,0,3,1,0,1,1,1,2,1,2,3,3,1,2,2,5.0,4.0,10.0,7.0,No effect,I understand.,19-25,19-25
2022-09-13 04:45:33,27.0,YouTube Music,3.0,True,False,False,Pop,False,No,113.0,1,1,1,1,0,3,1,1,1,1,1,3,3,2,2,1,7.0,2.0,0.0,1.0,Improve,I understand.,26-35,26-35
2022-09-13 05:57:53,18.0,Spotify,6.0,True,False,False,Folk,True,Yes,80.0,0,3,3,3,2,2,1,1,1,2,2,3,2,2,3,2,8.0,6.0,0.0,2.0,Improve,I understand.,0-18,0-18
2022-09-13 07:06:03,26.0,Spotify,3.0,False,False,False,Metal,True,No,140.0,1,3,0,3,1,2,2,0,0,1,3,1,1,2,3,1,1.0,3.0,10.0,0.0,No effect,I understand.,26-35,26-35
2022-09-13 07:12:07,37.0,Spotify,2.0,True,False,False,Rock,True,No,100.0,0,0,0,0,0,1,0,0,0,0,2,2,1,1,2,0,8.0,10.0,10.0,2.0,Worsen,I understand.,36-45,36-45
2022-09-13 08:05:59,26.0,Spotify,5.0,True,True,False,Folk,True,Yes,92.0,2,1,1,3,0,3,3,0,1,1,2,2,2,3,3,1,4.0,7.0,6.0,0.0,No effect,I understand.,26-35,26-35
2022-09-13 08:36:33,19.0,Spotify,4.0,False,False,False,Pop,False,Yes,120.0,0,0,2,0,0,2,2,2,2,1,0,3,2,2,2,2,9.0,6.0,3.0,0.0,No effect,I understand.,19-25,19-25
2022-09-13 09:29:29,22.0,Spotify,4.0,True,False,False,Rock,True,No,93.0,0,1,0,0,0,1,0,0,0,1,2,3,1,1,3,3,10.0,7.0,4.0,4.0,Improve,I understand.,19-25,19-25
2022-09-13 13:18:32,24.0,I do not use a streaming service.,9.5,True,True,True,Rock,True,No,136.0,2,1,0,2,1,1,1,0,1,0,3,3,1,1,3,3,7.0,10.0,0.0,8.0,Improve,I understand.,19-25,19-25
2022-09-13 13:58:18,21.0,I do not use a streaming service.,0.5,False,False,False,Pop,False,No,108.0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,10.0,2.0,1.0,10.0,Worsen,I understand.,19-25,19-25
2022-09-13 16:16:16,28.0,I do not use a streaming service.,1.0,True,False,False,Rock,False,No,147.0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,2,0,2.0,1.0,2.0,2.0,Improve,I understand.,26-35,26-35
2022-09-13 16:34:56,23.0,YouTube Music,3.0,True,False,False,R&B,True,Yes,93.0,3,0,0,3,0,3,3,0,1,3,1,3,3,3,2,1,3.0,10.0,0.0,0.0,No effect,I understand.,19-25,19-25
2022-09-13 22:19:10,20.0,Apple Music,9.5,False,False,False,Rock,True,Yes,98.0,0,2,1,2,2,2,2,1,0,0,2,3,2,2,3,2,7.0,10.0,2.0,0.0,Improve,I understand.,19-25,19-25
2022-09-13 23:06:06,17.0,Spotify,4.0,True,True,True,Metal,False,No,120.0,0,1,3,0,0,0,1,0,0,1,3,2,0,0,3,2,4.0,2.0,0.0,0.0,Improve,I understand.,0-18,0-18
2022-09-14 00:09:08,19.0,Spotify,3.0,True,False,False,R&B,False,No,130.0,1,1,1,1,1,1,1,1,0,0,0,2,2,2,2,1,4.0,2.0,5.0,3.0,Improve,I understand.,19-25,19-25
2022-09-14 00:58:57,32.0,Spotify,1.0,True,False,False,Metal,True,Yes,210.0,2,2,2,2,0,1,0,3,1,0,3,1,1,2,3,1,6.0,8.0,7.0,0.0,Improve,I understand.,26-35,26-35
2022-09-14 07:07:15,18.0,YouTube Music,4.0,False,False,False,Folk,True,Yes,123.0,2,3,2,3,1,2,2,0,0,2,3,3,1,1,3,3,8.0,6.0,4.0,0.0,Improve,I understand.,0-18,0-18
2022-09-14 09:56:39,20.0,Other streaming service,2.0,True,True,True,Rock,True,No,135.0,2,1,0,1,0,0,1,1,0,0,0,3,0,0,3,2,2.0,2.0,0.0,0.0,No effect,I understand.,19-25,19-25
2022-09-14 12:44:04,27.0,Spotify,3.0,True,False,False,Rock,True,Yes,105.0,1,0,3,1,0,1,1,0,0,3,3,1,1,1,3,3,8.0,7.0,9.0,3.0,Improve,I understand.,26-35,26-35
2022-09-15 11:09:46,24.0,Spotify,2.0,True,False,False,Pop,True,Yes,115.0,0,0,0,0,0,2,1,1,0,1,0,3,3,2,1,1,6.0,6.0,3.0,6.0,Improve,I understand.,19-25,19-25
2022-09-15 15:30:41,20.0,Spotify,1.0,True,False,False,K pop,True,Yes,120.0,2,0,1,0,2,0,1,3,0,2,0,3,2,0,1,0,8.0,7.0,1.0,1.0,No effect,I understand.,19-25,19-25
2022-09-16 09:24:53,16.0,Spotify,2.0,True,False,False,Video game music,False,No,149.0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,6.0,2.0,4.0,3.0,Improve,I understand.,0-18,0-18
2022-09-16 21:55:32,21.0,Spotify,9.5,True,True,True,Metal,True,Yes,125.0,1,1,2,1,1,3,2,1,1,3,3,3,2,3,3,3,5.0,6.0,6.0,0.0,Improve,I understand.,19-25,19-25
2022-09-18 16:23:29,27.0,Spotify,9.5,True,True,True,Jazz,True,Yes,132.0,3,0,0,3,1,1,3,1,1,2,2,2,2,1,2,2,6.0,10.0,8.0,1.0,Improve,I understand.,26-35,26-35
2022-09-18 20:32:27,17.0,Spotify,5.0,True,True,False,Rock,True,No,110.0,3,1,1,2,1,3,3,0,1,3,2,2,3,3,3,2,7.0,3.0,9.0,7.0,Improve,I understand.,0-18,0-18
2022-09-19 08:12:47,21.0,Spotify,1.5,True,True,False,Classical,True,Yes,110.0,3,1,3,3,2,2,3,0,1,2,1,3,1,2,2,2,4.0,6.0,0.0,0.0,No effect,I understand.,19-25,19-25
